# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "8" "-s" "0" "-p" "--countReadPairs" "-B" "-C" "-Q" "10" "-F" "SAF" "-a" "/mnt/d/work_dir/memoria/obj2/anotacion/table_genebodies_1_fixed_overlap/exons_extended_final.saf" "-o" "/mnt/d/work_dir/memoria/obj2/featureCounts/exon_counts.txt" "/mnt/d/work_dir/memoria_trials/data/KO/control/CTRL1.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/control/CTRL2.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/control/CTRL3.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/control/CTRL4.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5A/A1.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5A/A2.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5A/A3.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5A/A4.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5B/B1.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5B/B2.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5B/B3.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5B/B4.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5D/D1.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5D/D2.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5D/D3.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5D/D4.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5E/E1.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5E/E2.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5E/E3.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5E/E4.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5F/F1.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5F/F2.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5F/F3.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5F/F4.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/mnt/d/work_dir/memoria_trials/data/KO/control/CTRL1.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/control/CTRL2.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/control/CTRL3.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/control/CTRL4.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5A/A1.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5A/A2.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5A/A3.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5A/A4.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5B/B1.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5B/B2.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5B/B3.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5B/B4.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5D/D1.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5D/D2.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5D/D3.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5D/D4.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5E/E1.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5E/E2.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5E/E3.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5E/E4.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5F/F1.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5F/F2.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5F/F3.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5F/F4.sorted.bam
ENSG00000008130	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	1751222;1753557;1754041;1754274;1754534;1755364;1756248;1756493;1757097;1759091;1759724;1761942;1765218;1778279;1778736;1779895	1753070;1753659;1754218;1754393;1754708;1755486;1756353;1756667;1757320;1759253;1759912;1762045;1765456;1778480;1778800;1780079	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4200	5311	5538	5583	6055	4135	3670	3771	3920	7636	5179	5582	5819	7712	6056	6427	5388	6892	5525	3821	7171	6510	5896	7758	4994
ENSG00000178821	chr1;chr1;chr1;chr1;chr1	1917580;1918243;1918883;1919035;1919172	1918172;1918807;1918944;1919098;1919289	-;-;-;-;-	1402	106	99	126	110	51	57	78	49	111	76	96	54	128	131	124	84	71	75	39	87	109	84	153	72
ENSG00000162585	chr1;chr1;chr1;chr1;chr1	2184451;2189538;2193629;2193988;2194678	2185523;2189791;2193920;2194143;2194785	-;-;-;-;-	1883	2546	2592	2921	2747	2283	2033	1751	1934	4111	2665	3184	2847	4148	3547	3418	2461	3085	2767	1795	3480	3601	3149	3451	2449
ENSG00000157933	chr1;chr1;chr1;chr1;chr1;chr1;chr1	2228309;2302968;2303275;2303830;2304283;2306010;2306567	2229745;2303113;2303410;2304112;2304595;2306260;2310223	+;+;+;+;+;+;+	6223	5629	5716	5654	6314	6379	5375	5743	6600	9752	6394	7466	8496	11811	9985	9997	8877	8188	6925	4490	8823	9902	8817	10554	8355
ENSG00000157881	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2508527;2509852;2510047;2510668;2511328;2511618;2512878;2513992;2514344;2515552;2518154;2518506;2519133;2519791;2520312;2520713;2521091;2521708;2526454	2509070;2509940;2510167;2510792;2511397;2511693;2513049;2514099;2514476;2515727;2518274;2518607;2519334;2519964;2520424;2520916;2521325;2521810;2526606	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3021	1278	1258	1422	1587	1099	1005	1088	1153	2180	1580	1708	2005	2067	1506	1749	1720	1743	1170	873	1898	1716	1659	2233	1533
ENSG00000157873	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2556212;2556361;2557716;2558333;2559813;2560614;2561484;2562855;2563138	2556271;2556743;2557844;2558478;2559988;2560724;2561825;2562906;2563839	+;+;+;+;+;+;+;+;+	2101	14	20	35	5	46	33	21	32	53	52	29	18	16	25	36	17	106	179	87	84	41	30	73	25
ENSG00000157870	chr1;chr1;chr1;chr1;chr1;chr1;chr1	2586740;2587081;2587731;2588326;2588540;2588912;2589400	2586958;2587305;2587802;2588463;2588635;2589050;2591478	+;+;+;+;+;+;+	2968	368	416	385	525	367	308	270	374	495	320	399	462	556	494	568	420	447	421	263	505	517	467	578	355
ENSG00000130762	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	3454655;3463056;3465995;3466961;3468870;3469423;3473068;3473383;3474698;3475960;3477865;3478414;3479507;3479802;3480438	3454821;3463682;3466203;3467347;3468946;3469603;3473240;3473532;3474792;3476072;3478036;3478622;3479600;3479923;3481123	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3462	293	340	349	322	127	79	55	47	289	186	134	136	651	440	441	402	491	309	159	239	510	500	536	340
ENSG00000162591	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	3487941;3490902;3492629;3493761;3493986;3494361;3494603;3495880;3496645;3496978;3497223;3498361;3498688;3499128;3499578;3499786;3500623;3500956;3501167;3501786;3505198;3505412;3506098;3507785;3508548;3509065;3509860;3510773;3511540;3511996;3514540;3515392;3524114;3531070;3579815;3595328;3602456;3611128	3490599;3490969;3492777;3493909;3494134;3494509;3494751;3496028;3496793;3497129;3497371;3498509;3498836;3499276;3499726;3499934;3500774;3501104;3501318;3501931;3505352;3505566;3506246;3507933;3508699;3509255;3510002;3510912;3511697;3512138;3514682;3515537;3524256;3531458;3579939;3595457;3602610;3611518	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8572	9128	12168	10339	8855	5284	4551	2738	2450	17515	12297	8570	8676	32809	31317	21543	18893	18070	12643	7285	12659	21606	22427	19959	13484
ENSG00000158109	chr1;chr1;chr1;chr1;chr1	3625005;3625414;3625703;3627490;3628399	3625283;3625525;3625899;3627663;3630137	+;+;+;+;+	2501	3073	3474	3563	4063	2335	2332	2324	2403	4387	2813	2901	3469	6610	5425	5820	4850	4195	3605	2361	4081	4858	4494	5582	3725
ENSG00000116213	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	3630757;3632203;3633388;3634987;3635150;3635934;3636985;3638740;3646656;3647398;3649921	3631667;3632348;3633513;3635084;3635304;3636040;3637108;3638832;3646792;3647570;3650113	-;-;-;-;-;-;-;-;-;-;-	2263	942	1068	1171	1106	740	726	760	762	1637	1126	1127	1299	1632	1342	1563	1333	1410	999	867	1352	1398	1245	1796	1234
ENSG00000235169	chr1;chr1;chr1;chr1	3772739;3773053;3775289;3775785	3772851;3773191;3775680;3775992	+;+;+;+	852	15	22	11	28	59	42	34	53	41	35	30	20	24	30	26	24	23	44	23	42	30	37	31	30
ENSG00000130764	chr1;chr1;chr1;chr1;chr1;chr1;chr1	3778549;3781502;3782651;3783986;3785077;3786839;3795852	3781346;3781611;3782773;3784121;3785213;3787320;3796508	-;-;-;-;-;-;-	4443	5634	5790	6668	7777	4238	3920	4098	4291	8878	5824	6649	7059	8799	6982	7334	6322	6792	5472	3831	7530	7632	6582	9328	6160
ENSG00000198912	chr1;chr1;chr1	3889123;3892873;3900162	3891067;3893006;3900282	-;-;-	2200	1569	1794	1840	2202	1252	1290	1378	1342	2123	1401	1634	1669	2307	1836	2127	1639	2041	1612	1180	2256	1893	1801	2573	1470
ENSG00000116254	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	6101777;6106224;6106385;6106606;6109785;6110384;6111765;6112130;6112899;6121095;6121484;6123938;6124507;6125090;6125514;6125756;6126562;6128036;6128489;6128828;6130194;6131621;6134118;6134708;6135220;6136507;6136718;6142118;6142404;6143813;6144014;6146202;6146655;6148844;6149236;6151022;6152402;6154650;6155589;6159326;6168140;6179935	6105437;6106297;6106519;6106789;6110000;6110536;6111893;6112287;6113008;6121247;6121583;6124117;6124671;6125243;6125622;6125868;6126756;6128228;6128619;6129079;6130338;6131758;6134269;6134869;6135413;6136648;6136875;6142338;6142615;6143941;6144165;6146433;6146881;6149085;6149422;6151165;6152546;6154908;6155727;6159525;6168287;6180331	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	10690	231	231	236	242	158	119	86	111	1868	1358	1309	1610	338	214	255	224	667	702	361	722	226	219	201	220
ENSG00000116251	chr1;chr1;chr1;chr1;chr1	6185010;6192920;6197642;6199552;6200479	6186826;6193064;6197766;6199605;6200852	-;-;-;-;-	2515	20006	26308	21050	25577	15845	17595	14713	13200	20979	14848	15410	15754	23588	20379	19700	15892	15916	13887	9893	18839	20115	18352	22672	14339
ENSG00000158292	chr1;chr1;chr1;chr1;chr1;chr1	6247343;6250430;6251328;6253708;6254540;6260815	6250013;6250634;6251540;6254157;6255024;6261108	-;-;-;-;-;-	4318	367	444	311	408	631	523	368	426	941	651	640	724	570	503	434	317	648	603	376	733	566	528	542	322
ENSG00000097021	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	6264259;6281092;6294854;6318482;6327289;6333467;6339423;6349739;6358816;6360560;6385484;6393247	6264705;6281296;6294990;6318588;6327423;6333578;6339599;6349876;6359354;6360717;6385823;6393777	-;-;-;-;-;-;-;-;-;-;-;-	3026	6787	7510	8206	9237	4035	3741	3837	4498	7469	4703	5162	5571	10028	7931	9435	8027	8629	6835	4738	8119	8004	7111	9940	6772
ENSG00000215788	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	6460776;6461984;6462619;6462853;6463055;6464365;6464542;6465078;6465430;6466059	6461772;6462184;6462676;6462980;6463157;6464463;6464729;6465232;6465570;6466185	-;-;-;-;-;-;-;-;-;-	2197	96	109	83	69	296	241	127	160	181	138	109	135	311	389	228	205	253	229	79	174	262	282	136	119
ENSG00000171680	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	6467112;6467815;6469032;6469325;6469534;6470226;6470496;6470725;6470980;6471478;6471748;6472517;6472976;6473241;6474003;6474441;6475037;6475452;6475921;6477017;6477519;6485314;6485792;6490435;6491627;6496483;6496949;6497310;6506016;6519435	6467582;6468596;6469251;6469460;6469686;6470365;6470653;6470894;6471110;6471647;6471818;6472632;6473184;6473464;6474174;6474597;6475148;6475532;6476046;6477099;6477668;6485479;6485964;6490604;6491677;6496706;6497106;6497434;6506168;6520019	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5837	331	353	236	254	981	807	457	512	650	488	409	426	957	1056	707	621	635	563	254	464	922	779	552	410
ENSG00000162408	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	6521337;6526686;6528984;6531958;6532453;6533270;6541820;6544816;6545035;6549561;6550386;6554097	6526013;6526839;6529181;6532089;6532770;6533451;6541937;6544932;6545190;6549708;6550625;6554523	-;-;-;-;-;-;-;-;-;-;-;-	6867	2325	2291	2657	3130	1650	1518	1939	2000	2731	1816	1835	2309	2710	1927	2394	2157	2197	1378	1115	2332	2137	1792	2897	1911
